word,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.
IBM,0,6,0,0,0,0,0,0,0,0,0,0
contaminating,1,0,0,0,0,0,0,0,0,0,0,0
megaton,0,2,0,0,0,0,0,0,0,0,0,0
Overriding,0,1,0,0,0,0,0,0,0,0,0,0
mayoral,0,0,0,1,0,0,0,0,0,0,0,0
half-swamped,0,0,0,1,0,0,0,0,0,0,0,0
Belvidere,0,2,0,0,0,0,0,0,0,0,0,0
Kercheval,0,1,0,0,0,0,0,0,0,0,0,0
belatedly,0,0,0,0,1,0,0,0,0,0,0,0
pedestrian,0,2,0,2,0,0,0,0,0,0,0,0
crosswalk,0,1,0,0,0,0,0,0,0,0,0,0
homemakers,0,1,0,0,0,0,0,0,0,0,0,0
1960's,0,5,0,0,0,0,0,0,0,0,0,0
decorator,0,4,0,0,0,0,0,0,0,0,0,0
Leland,0,2,0,0,0,0,0,0,0,0,0,0
Alden,0,2,0,0,0,0,0,0,0,0,0,0
dactyls,0,1,0,0,0,0,0,0,0,0,0,0
well-springs,0,1,0,0,0,0,0,0,0,0,0,0
Significantly,0,0,0,0,2,0,0,0,0,0,0,0
initiation,0,3,0,0,0,0,0,0,0,0,0,0
Trinitarian,0,0,0,1,0,0,0,0,0,0,0,0
Congregationalism,0,1,0,0,0,0,0,0,0,0,0,0
uncombable,0,0,0,1,0,0,0,0,0,0,0,0
yellowing,1,0,0,0,0,0,0,0,0,0,0,0
nicotine-choked,0,0,0,1,0,0,0,0,0,0,0,0
Tate,0,2,0,0,0,0,0,0,0,0,0,0
hail,1,2,0,0,0,0,0,0,0,0,0,0
Travancore,0,1,0,0,0,0,0,0,0,0,0,0
subcontinent,0,1,0,0,0,0,0,0,0,0,0,0
Kali,0,1,0,0,0,0,0,0,0,0,0,0
goddess,0,2,0,0,0,0,0,0,0,0,0,0
worshiped,1,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,4,0,0,0
atm,0,1,0,0,0,0,0,0,0,0,0,0
millimeter,0,2,0,0,0,0,0,0,0,0,0,0
mercury,0,5,0,0,0,0,0,0,0,0,0,0
eight-week,0,0,0,1,0,0,0,0,0,0,0,0
blitz,0,1,0,0,0,0,0,0,0,0,0,0
unseen,0,0,0,2,0,0,0,0,0,0,0,0
outlining,1,0,0,0,0,0,0,0,0,0,0,0
spurs,0,1,0,0,0,0,0,0,0,0,0,0
sever,2,0,0,0,0,0,0,0,0,0,0,0
landscaped,3,0,0,0,0,0,0,0,0,0,0,0
walkways,0,1,0,0,0,0,0,0,0,0,0,0
esplanade,0,3,0,0,0,0,0,0,0,0,0,0
two-and-a-half-mile,0,0,0,1,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,1,0,0,0
"619,000",0,0,0,0,0,0,0,0,1,0,0,0
Blistered,1,0,0,0,0,0,0,0,0,0,0,0
pacer,0,1,0,0,0,0,0,0,0,0,0,0
hymens,0,1,0,0,0,0,0,0,0,0,0,0
spouse,0,2,0,0,0,0,0,0,0,0,0,0
$12.1,0,1,0,0,0,0,0,0,0,0,0,0
$187,0,1,0,0,0,0,0,0,0,0,0,0
Anatole,0,1,0,0,0,0,0,0,0,0,0,0
majestic,0,0,0,8,0,0,0,0,0,0,0,0
shute,1,0,0,0,0,0,0,0,0,0,0,0
Dow,0,2,0,0,0,0,0,0,0,0,0,0
Renfro,0,1,0,0,0,0,0,0,0,0,0,0
one-man,0,0,0,5,0,0,0,0,0,0,0,0
one-plane,0,1,0,0,0,0,0,0,0,0,0,0
sub-freezing,0,0,0,1,0,0,0,0,0,0,0,0
secondary,0,0,0,21,0,0,0,0,0,0,0,0
Strukturbericht,0,0,0,0,0,0,0,0,0,0,1,0
Changes,0,3,0,0,0,0,0,0,0,0,0,0
$37,0,3,0,0,0,0,0,0,0,0,0,0
L'Turu,0,2,0,0,0,0,0,0,0,0,0,0
bedroom's,0,1,0,0,0,0,0,0,0,0,0,0
glazed,2,0,0,0,0,0,0,0,0,0,0,0
glaze,0,9,0,0,0,0,0,0,0,0,0,0
oncoming,0,0,0,2,0,0,0,0,0,0,0,0
instrumentalists,0,2,0,0,0,0,0,0,0,0,0,0
Westfield,0,5,0,0,0,0,0,0,0,0,0,0
manual,0,1,0,4,0,0,0,0,0,0,0,0
Continuation,0,3,0,0,0,0,0,0,0,0,0,0
Cards,0,3,0,0,0,0,0,0,0,0,0,0
prodded,2,0,0,0,0,0,0,0,0,0,0,0
warrants,0,4,0,0,0,0,0,0,0,0,0,0
fastened,9,0,0,0,0,0,0,0,0,0,0,0
dialed,2,0,0,0,0,0,0,0,0,0,0,0
hauls,1,1,0,0,0,0,0,0,0,0,0,0
protected,17,0,0,0,0,0,0,0,0,0,0,0
water-proof,0,0,0,1,0,0,0,0,0,0,0,0
rodder,0,3,0,0,0,0,0,0,0,0,0,0
children's,0,13,0,0,0,0,0,0,0,0,0,0
Tests,0,2,0,0,0,0,0,0,0,0,0,0
marvelled,1,0,0,0,0,0,0,0,0,0,0,0
traversing,1,0,0,0,0,0,0,0,0,0,0,0
well-fed,0,0,0,2,0,0,0,0,0,0,0,0
propositioned,1,0,0,0,0,0,0,0,0,0,0,0
Return,2,0,0,0,0,0,0,0,0,0,0,0
elimination,0,7,0,0,0,0,0,0,0,0,0,0
instituted,5,0,0,0,0,0,0,0,0,0,0,0
ensuing,4,0,0,0,0,0,0,0,0,0,0,0
unspeakable,0,0,0,3,0,0,0,0,0,0,0,0
iniquitous,0,0,0,1,0,0,0,0,0,0,0,0
legally,0,0,0,0,3,0,0,0,0,0,0,0
Morris',0,1,0,0,0,0,0,0,0,0,0,0
relict,0,1,0,0,0,0,0,0,0,0,0,0
stung,2,0,0,0,0,0,0,0,0,0,0,0
astronomical,0,0,0,4,0,0,0,0,0,0,0,0
hard-come-by,0,0,0,1,0,0,0,0,0,0,0,0
syndicated,1,0,0,0,0,0,0,0,0,0,0,0
Jenni,0,1,0,0,0,0,0,0,0,0,0,0
DePaul,0,2,0,0,0,0,0,0,0,0,0,0
tethered,3,0,0,0,0,0,0,0,0,0,0,0
elucidated,1,0,0,0,0,0,0,0,0,0,0,0
Piloting,1,0,0,0,0,0,0,0,0,0,0,0
Curtiss,0,2,0,0,0,0,0,0,0,0,0,0
MF,0,1,0,0,0,0,0,0,0,0,0,0
Winnipesaukee,0,1,0,0,0,0,0,0,0,0,0,0
inaugurated,3,0,0,0,0,0,0,0,0,0,0,0
Delivery,0,1,0,0,0,0,0,0,0,0,0,0
Dilys,0,1,0,0,0,0,0,0,0,0,0,0
playwright,0,2,0,0,0,0,0,0,0,0,0,0
cock,0,5,0,0,0,0,0,0,0,0,0,0
Goodis,0,1,0,0,0,0,0,0,0,0,0,0
occupancy,0,2,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,7,0,0,0
74,0,0,0,0,0,0,0,0,4,0,0,0
Dana's,0,2,0,0,0,0,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0,1,0,0,0
1892,0,0,0,0,0,0,0,0,3,0,0,0
gnashing,2,0,0,0,0,0,0,0,0,0,0,0
countered,2,0,0,0,0,0,0,0,0,0,0,0
mid-1958,0,0,0,0,0,0,0,0,1,0,0,0
multiplied,6,0,0,0,0,0,0,0,0,0,0,0
irregular,0,0,0,6,0,0,0,0,0,0,0,0
Ches,0,1,0,0,0,0,0,0,0,0,0,0
Mars,0,15,0,0,0,0,0,0,0,0,0,0
Saturn,0,3,0,0,0,0,0,0,0,0,0,0
veterinarians,0,1,0,0,0,0,0,0,0,0,0,0
canine,0,1,0,0,0,0,0,0,0,0,0,0
social-welfare,0,1,0,0,0,0,0,0,0,0,0,0
far-reaching,0,0,0,2,0,0,0,0,0,0,0,0
Pickfair,0,1,0,0,0,0,0,0,0,0,0,0
Doug,0,1,0,0,0,0,0,0,0,0,0,0
Pasadena,0,5,0,0,0,0,0,0,0,0,0,0
hoi-polloi,0,0,0,0,0,0,0,0,0,0,1,0
determinedly,0,0,0,0,2,0,0,0,0,0,0,0
comer,0,1,0,0,0,0,0,0,0,0,0,0
intransigence,0,2,0,0,0,0,0,0,0,0,0,0
Wesley's,0,1,0,0,0,0,0,0,0,0,0,0
hymns,0,3,0,0,0,0,0,0,0,0,0,0
Safety,0,1,0,0,0,0,0,0,0,0,0,0
reorganized,1,0,0,0,0,0,0,0,0,0,0,0
Engine,0,3,0,0,0,0,0,0,0,0,0,0
Boat,0,2,0,0,0,0,0,0,0,0,0,0
Manufacturers,0,5,0,0,0,0,0,0,0,0,0,0
underwriters,0,2,0,0,0,0,0,0,0,0,0,0
labeling,2,0,0,0,0,0,0,0,0,0,0,0
Numeral,0,1,0,0,0,0,0,0,0,0,0,0
Arabic,0,0,0,4,0,0,0,0,0,0,0,0
ironically,0,0,0,0,2,0,0,0,0,0,0,0
virulence,0,2,0,0,0,0,0,0,0,0,0,0
logistic,0,0,0,2,0,0,0,0,0,0,0,0
unconditional,0,0,0,3,0,0,0,0,0,0,0,0
Shea's,0,1,0,0,0,0,0,0,0,0,0,0
upstream,0,0,0,2,3,0,0,0,0,0,0,0
arcaded,0,0,0,1,0,0,0,0,0,0,0,0
pervasive,0,0,0,4,0,0,0,0,0,0,0,0
congested,1,0,0,0,0,0,0,0,0,0,0,0
slum,0,6,0,0,0,0,0,0,0,0,0,0
tenements,0,2,0,0,0,0,0,0,0,0,0,0
bawdy,0,0,0,2,0,0,0,0,0,0,0,0
honkytonks,0,1,0,0,0,0,0,0,0,0,0,0
sawdust,0,2,0,0,0,0,0,0,0,0,0,0
gouged,3,0,0,0,0,0,0,0,0,0,0,0
rests,8,1,0,0,0,0,0,0,0,0,0,0
unconsciously,0,0,0,0,3,0,0,0,0,0,0,0
unknowingly,0,0,0,0,1,0,0,0,0,0,0,0
reporting,8,5,0,0,0,0,0,0,0,0,0,0
compressive,0,0,0,2,0,0,0,0,0,0,0,0
Patchen's,0,7,0,0,0,0,0,0,0,0,0,0
mainstream,0,2,0,0,0,0,0,0,0,0,0,0
experiential,0,0,0,4,0,0,0,0,0,0,0,0
$310,0,1,0,0,0,0,0,0,0,0,0,0
Rensselaer,0,2,0,0,0,0,0,0,0,0,0,0
Polytechnic,0,0,0,1,0,0,0,0,0,0,0,0
Troy,0,2,0,0,0,0,0,0,0,0,0,0
Barber,0,3,0,0,0,0,0,0,0,0,0,0
legislator,0,4,0,0,0,0,0,0,0,0,0,0
climactic,0,0,0,4,0,0,0,0,0,0,0,0
demoralize,2,0,0,0,0,0,0,0,0,0,0,0
balustrade,0,3,0,0,0,0,0,0,0,0,0,0
Disadvantages,0,1,0,0,0,0,0,0,0,0,0,0
saloon,0,6,0,0,0,0,0,0,0,0,0,0
Lattimer's,0,1,0,0,0,0,0,0,0,0,0,0
O-B,0,1,0,0,0,0,0,0,0,0,0,0
hemisphere's,0,1,0,0,0,0,0,0,0,0,0,0
digit,0,1,0,0,0,0,0,0,0,0,0,0
Incumbent,0,0,0,2,0,0,0,0,0,0,0,0
Salter,0,7,0,0,0,0,0,0,0,0,0,0
re-election,0,2,0,0,0,0,0,0,0,0,0,0
Huffman,0,1,0,0,0,0,0,0,0,0,0,0
rewards,0,3,0,0,0,0,0,0,0,0,0,0
juicy,0,0,0,4,0,0,0,0,0,0,0,0
big-business,0,1,0,0,0,0,0,0,0,0,0,0
favorable,0,0,0,23,0,0,0,0,0,0,0,0
sledding,0,2,0,0,0,0,0,0,0,0,0,0
aerial,0,0,0,7,0,0,0,0,0,0,0,0
Public-spirited,0,0,0,1,0,0,0,0,0,0,0,0
backers,0,3,0,0,0,0,0,0,0,0,0,0
staked,1,0,0,0,0,0,0,0,0,0,0,0
airplane,0,7,0,0,0,0,0,0,0,0,0,0
censures,0,1,0,0,0,0,0,0,0,0,0,0
grunting,1,0,0,0,0,0,0,0,0,0,0,0
Carmer's,0,3,0,0,0,0,0,0,0,0,0,0
tumbled,8,0,0,0,0,0,0,0,0,0,0,0
half-a-dozen,0,1,0,0,0,0,0,0,0,0,0,0
Melodious,0,0,0,1,0,0,0,0,0,0,0,0
saith,3,0,0,0,0,0,0,0,0,0,0,0
madrigaling,0,1,0,0,0,0,0,0,0,0,0,0
Deller,0,1,0,0,0,0,0,0,0,0,0,0
Consort,0,1,0,0,0,0,0,0,0,0,0,0
smallpox,0,1,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,1,0,0,0
foreseeable,0,0,0,3,0,0,0,0,0,0,0,0
grips,0,5,0,0,0,0,0,0,0,0,0,0
disinclination,0,2,0,0,0,0,0,0,0,0,0,0
Beatie,0,2,0,0,0,0,0,0,0,0,0,0
Bryant,0,1,0,0,0,0,0,0,0,0,0,0
shakes,2,0,0,0,0,0,0,0,0,0,0,0
jilted,2,0,0,0,0,0,0,0,0,0,0,0
proclaims,2,0,0,0,0,0,0,0,0,0,0,0
boorish,0,0,0,1,0,0,0,0,0,0,0,0
rustic,0,0,0,2,0,0,0,0,0,0,0,0
happenings,0,5,0,0,0,0,0,0,0,0,0,0
inconclusive,0,0,0,2,0,0,0,0,0,0,0,0
YMCA,0,1,0,0,0,0,0,0,0,0,0,0
Playground,0,1,0,0,0,0,0,0,0,0,0,0
voluntarily,0,0,0,0,6,0,0,0,0,0,0,0
Services,0,9,0,0,0,0,0,0,0,0,0,0
Substances,0,5,0,0,0,0,0,0,0,0,0,0
fearfully,0,0,0,0,3,0,0,0,0,0,0,0
Head,0,2,0,0,0,0,0,0,0,0,0,0
Commander-in-Chief,0,1,0,0,0,0,0,0,0,0,0,0
prejudicial,0,0,0,4,0,0,0,0,0,0,0,0
Trujillo's,0,1,0,0,0,0,0,0,0,0,0,0
Vive,0,0,0,0,0,0,0,0,0,0,1,0
Halting,1,0,0,0,0,0,0,0,0,0,0,0
notices,0,4,0,0,0,0,0,0,0,0,0,0
crawled,13,0,0,0,0,0,0,0,0,0,0,0
angling,1,0,0,0,0,0,0,0,0,0,0,0
deliverance,0,1,0,0,0,0,0,0,0,0,0,0
pettiness,0,1,0,0,0,0,0,0,0,0,0,0
greed,0,3,0,0,0,0,0,0,0,0,0,0
Sandburg's,0,3,0,0,0,0,0,0,0,0,0,0
Reality,0,1,0,0,0,0,0,0,0,0,0,0
handicap,0,3,0,0,0,0,0,0,0,0,0,0
assurances,0,2,0,0,0,0,0,0,0,0,0,0
heaves,1,0,0,0,0,0,0,0,0,0,0,0
sigh,1,7,0,0,0,0,0,0,0,0,0,0
thanksgiving,0,1,0,0,0,0,0,0,0,0,0,0
flagrant,0,0,0,2,0,0,0,0,0,0,0,0
imitating,1,0,0,0,0,0,0,0,0,0,0,0
Victoria's,0,1,0,0,0,0,0,0,0,0,0,0
Brien,0,1,0,0,0,0,0,0,0,0,0,0
Godfrey,0,1,0,0,0,0,0,0,0,0,0,0
Rushall,0,1,0,0,0,0,0,0,0,0,0,0
Staffordshire,0,1,0,0,0,0,0,0,0,0,0,0
deepen,1,0,0,0,0,0,0,0,0,0,0,0
discouragement,0,3,0,0,0,0,0,0,0,0,0,0
Negroid,0,0,0,1,0,0,0,0,0,0,0,0
Arlen,0,8,0,0,0,0,0,0,0,0,0,0
personages,0,2,0,0,0,0,0,0,0,0,0,0
lengthen,1,0,0,0,0,0,0,0,0,0,0,0
protocol,0,1,0,0,0,0,0,0,0,0,0,0
Gursel,0,2,0,0,0,0,0,0,0,0,0,0
solar-electromagnetic-,0,0,0,1,0,0,0,0,0,0,0,0
corpuscular-radiation,0,1,0,0,0,0,0,0,0,0,0,0
decreases,4,0,0,0,0,0,0,0,0,0,0,0
microns,0,4,0,0,0,0,0,0,0,0,0,0
trumps,0,1,0,0,0,0,0,0,0,0,0,0
ungrateful,0,0,0,2,0,0,0,0,0,0,0,0
bewilderingly,0,0,0,0,1,0,0,0,0,0,0,0
ghost,0,7,0,0,0,0,0,0,0,0,0,0
autograph,0,2,0,0,0,0,0,0,0,0,0,0
overnighters,0,2,0,0,0,0,0,0,0,0,0,0
wicker,0,3,0,0,0,0,0,0,0,0,0,0
cradles,0,1,0,0,0,0,0,0,0,0,0,0
lifting,4,1,0,0,0,0,0,0,0,0,0,0
sediment,0,2,0,0,0,0,0,0,0,0,0,0
danged,1,0,0,0,0,0,0,0,0,0,0,0
rattler,0,1,0,0,0,0,0,0,0,0,0,0
blighted,2,0,0,0,0,0,0,0,0,0,0,0
bookcase,0,2,0,0,0,0,0,0,0,0,0,0
coup,0,1,0,0,0,0,0,0,0,0,2,0
Czechoslovakia,0,4,0,0,0,0,0,0,0,0,0,0
Brussels,0,2,0,0,0,0,0,0,0,0,0,0
Treaty,0,4,0,0,0,0,0,0,0,0,0,0
50-year,0,0,0,1,0,0,0,0,0,0,0,0
Benelux,0,2,0,0,0,0,0,0,0,0,0,0
Nearby,0,0,0,1,1,0,0,0,0,0,0,0
Foggy,0,0,0,2,0,0,0,0,0,0,0,0
Bottom,0,7,0,0,0,0,0,0,0,0,0,0
ousting,1,0,0,0,0,0,0,0,0,0,0,0
self-sufficiency,0,1,0,0,0,0,0,0,0,0,0,0
glands,0,5,0,0,0,0,0,0,0,0,0,0
pawnshop,0,3,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,1,0,0,0
Sixth,0,0,0,5,0,0,0,0,0,0,0,0
Fawkes,0,1,0,0,0,0,0,0,0,0,0,0
reminder,0,7,0,0,0,0,0,0,0,0,0,0
clash,0,3,0,0,0,0,0,0,0,0,0,0
franks-in-buns,0,1,0,0,0,0,0,0,0,0,0,0
nominate,3,0,0,0,0,0,0,0,0,0,0,0
Roberts',0,8,0,0,0,0,0,0,0,0,0,0
concedes,1,0,0,0,0,0,0,0,0,0,0,0
posture,0,8,0,0,0,0,0,0,0,0,0,0
Monsieur,0,8,0,0,0,0,0,0,0,0,0,0
Prieur,0,4,0,0,0,0,0,0,0,0,0,0
"1,230",0,0,0,0,0,0,0,0,1,0,0,0
Stalin,0,11,0,0,0,0,0,0,0,0,0,0
contending,1,0,0,0,0,0,0,0,0,0,0,0
contingency,0,2,0,0,0,0,0,0,0,0,0,0
repaired,9,0,0,0,0,0,0,0,0,0,0,0
Constitutions,0,1,0,0,0,0,0,0,0,0,0,0
trainman,0,1,0,0,0,0,0,0,0,0,0,0
Desolation,0,1,0,0,0,0,0,0,0,0,0,0
mid-June,0,3,0,0,0,0,0,0,0,0,0,0
Contrary,0,0,0,4,0,0,0,0,0,0,0,0
malocclusion,0,3,0,0,0,0,0,0,0,0,0,0
blamed,6,0,0,0,0,0,0,0,0,0,0,0
hereditary,0,0,0,1,0,0,0,0,0,0,0,0
1929,0,0,0,0,0,0,0,0,4,0,0,0
Giselle,0,2,0,0,0,0,0,0,0,0,0,0
Feyer's,0,1,0,0,0,0,0,0,0,0,0,0
four-sided,0,0,0,1,0,0,0,0,0,0,0,0
LP,0,1,0,0,0,0,0,0,0,0,0,0
Angel,0,8,0,0,0,0,0,0,0,0,0,0
horrid,0,0,0,1,0,0,0,0,0,0,0,0
flee,1,0,0,0,0,0,0,0,0,0,0,0
Lalauries',0,1,0,0,0,0,0,0,0,0,0,0
discrepancies,0,5,0,0,0,0,0,0,0,0,0,0
Jenkins's,0,1,0,0,0,0,0,0,0,0,0,0
board's,0,4,0,0,0,0,0,0,0,0,0,0
burglarproof,0,0,0,1,0,0,0,0,0,0,0,0
Stone's,0,2,0,0,0,0,0,0,0,0,0,0
Throw,1,1,0,0,0,0,0,0,0,0,0,0
amenable,0,0,0,3,0,0,0,0,0,0,0,0
orientations,0,1,0,0,0,0,0,0,0,0,0,0
apathetic,0,0,0,1,0,0,0,0,0,0,0,0
gyroscopes,0,1,0,0,0,0,0,0,0,0,0,0
benediction,0,1,0,0,0,0,0,0,0,0,0,0
Gianicolo,0,1,0,0,0,0,0,0,0,0,0,0
orthography,0,5,0,0,0,0,0,0,0,0,0,0
Bourbon,0,2,0,0,0,0,0,0,0,0,0,0
pleasantly,0,0,0,0,7,0,0,0,0,0,0,0
cockier,0,0,0,1,0,0,0,0,0,0,0,0
Americas,0,1,0,0,0,0,0,0,0,0,0,0
T.B.,0,1,0,0,0,0,0,0,0,0,0,0
Rob's,0,0,0,0,0,0,0,0,0,1,0,0
203,0,0,0,0,0,0,0,0,4,0,0,0
non-taxable,0,0,0,2,0,0,0,0,0,0,0,0
reorganizations,0,2,0,0,0,0,0,0,0,0,0,0
transferors,0,1,0,0,0,0,0,0,0,0,0,0
snaked,2,0,0,0,0,0,0,0,0,0,0,0
howls,0,1,0,0,0,0,0,0,0,0,0,0
directing,4,0,0,0,0,0,0,0,0,0,0,0
infantry,0,8,0,0,0,0,0,0,0,0,0,0
artillery,0,5,0,0,0,0,0,0,0,0,0,0
breastworks,0,1,0,0,0,0,0,0,0,0,0,0
Pouilly-Fuisse,0,1,0,0,0,0,0,0,0,0,0,0
Chablis,0,1,0,0,0,0,0,0,0,0,0,0
subs,0,1,0,0,0,0,0,0,0,0,0,0
boxed,1,0,0,0,0,0,0,0,0,0,0,0
shuld,3,0,0,0,0,0,0,0,0,0,0,0
effecte,1,0,0,0,0,0,0,0,0,0,0,0
wynne,1,0,0,0,0,0,0,0,0,0,0,0
sworde,0,1,0,0,0,0,0,0,0,0,0,0
enjoyable,0,0,0,1,0,0,0,0,0,0,0,0
exhilarating,0,0,0,2,0,0,0,0,0,0,0,0
Schnabel,0,6,0,0,0,0,0,0,0,0,0,0
Clifford,0,5,0,0,0,0,0,0,0,0,0,0
Glazer,0,2,0,0,0,0,0,0,0,0,0,0
Adrian,0,2,0,0,0,0,0,0,0,0,0,0
Aeschbacher,0,1,0,0,0,0,0,0,0,0,0,0
Babin,0,1,0,0,0,0,0,0,0,0,0,0
master's,0,6,0,0,0,0,0,0,0,0,0,0
pedagogical,0,0,0,1,0,0,0,0,0,0,0,0
Gabriel's,0,3,0,0,0,0,0,0,0,0,0,0
Housman's,0,2,0,0,0,0,0,0,0,0,0,0
intellectuality,0,1,0,0,0,0,0,0,0,0,0,0
inversion,0,1,0,0,0,0,0,0,0,0,0,0
Divine,0,0,0,4,0,0,0,0,0,0,0,0
allurement,0,1,0,0,0,0,0,0,0,0,0,0
Tempter,0,1,0,0,0,0,0,0,0,0,0,0
gothic,0,0,0,1,0,0,0,0,0,0,0,0
mystery-story,0,1,0,0,0,0,0,0,0,0,0,0
Dickens',0,1,0,0,0,0,0,0,0,0,0,0
roasts,0,1,0,0,0,0,0,0,0,0,0,0
platoons,0,2,0,0,0,0,0,0,0,0,0,0
signpost,0,1,0,0,0,0,0,0,0,0,0,0
dietary,0,0,0,3,0,0,0,0,0,0,0,0
maneuvered,3,0,0,0,0,0,0,0,0,0,0,0
rawboned,0,0,0,1,0,0,0,0,0,0,0,0
gelding,0,2,0,0,0,0,0,0,0,0,0,0
edging,4,1,0,0,0,0,0,0,0,0,0,0
whining,4,0,0,0,0,0,0,0,0,0,0,0
obedient,0,0,0,1,0,0,0,0,0,0,0,0
paralyzed,1,0,0,0,0,0,0,0,0,0,0,0
Merely,0,0,0,0,2,0,0,0,0,0,0,0
all-important,0,0,0,4,0,0,0,0,0,0,0,0
blinking,1,0,0,0,0,0,0,0,0,0,0,0
highball,0,4,0,0,0,0,0,0,0,0,0,0
blockading,2,0,0,0,0,0,0,0,0,0,0,0
Sixty-seven,0,0,0,0,0,0,0,0,1,0,0,0
165-unit,0,0,0,1,0,0,0,0,0,0,0,0
View,0,3,0,0,0,0,0,0,0,0,0,0
Apartments,0,1,0,0,0,0,0,0,0,0,0,0
Cherry,0,3,0,0,0,0,0,0,0,0,0,0
Filigreed,0,0,0,1,0,0,0,0,0,0,0,0
exuded,2,0,0,0,0,0,0,0,0,0,0,0
aromas,0,2,0,0,0,0,0,0,0,0,0,0
Araby,0,1,0,0,0,0,0,0,0,0,0,0
scrub,2,2,0,0,0,0,0,0,0,0,0,0
polish,2,3,0,0,0,0,0,0,0,0,0,0
floors,0,10,0,0,0,0,0,0,0,0,0,0
ever-increasing,0,0,0,2,0,0,0,0,0,0,0,0
Harford,0,1,0,0,0,0,0,0,0,0,0,0
plaintiff,0,4,0,0,0,0,0,0,0,0,0,0
atrocities,0,2,0,0,0,0,0,0,0,0,0,0
condoned,1,0,0,0,0,0,0,0,0,0,0,0
dissident,0,0,0,1,0,0,0,0,0,0,0,0
Knowing,1,0,0,0,0,0,0,0,0,0,0,0
antipathy,0,3,0,0,0,0,0,0,0,0,0,0
Liberia,0,1,0,0,0,0,0,0,0,0,0,0
sacrificed,2,0,0,0,0,0,0,0,0,0,0,0
noblest,0,0,0,5,0,0,0,0,0,0,0,0
Alfredo,0,3,0,0,0,0,0,0,0,0,0,0
implementing,3,0,0,0,0,0,0,0,0,0,0,0
Obligingly,0,0,0,0,1,0,0,0,0,0,0,0
Artie,0,4,0,0,0,0,0,0,0,0,0,0
twirling,4,0,0,0,0,0,0,0,0,0,0,0
snorkle,0,1,0,0,0,0,0,0,0,0,0,0
intently,0,0,0,0,3,0,0,0,0,0,0,0
beats,3,0,0,0,0,0,0,0,0,0,0,0
footage,0,1,0,0,0,0,0,0,0,0,0,0
disconnected,2,0,0,0,0,0,0,0,0,0,0,0
limbs,0,4,0,0,0,0,0,0,0,0,0,0
hereabouts,0,0,0,0,2,0,0,0,0,0,0,0
weighs,3,0,0,0,0,0,0,0,0,0,0,0
penetrated,7,0,0,0,0,0,0,0,0,0,0,0
nickel,0,6,0,0,0,0,0,0,0,0,0,0
contrive,1,0,0,0,0,0,0,0,0,0,0,0
Hens,0,1,0,0,0,0,0,0,0,0,0,0
roosters,0,2,0,0,0,0,0,0,0,0,0,0
placating,1,0,0,0,0,0,0,0,0,0,0,0
reappearance,0,2,0,0,0,0,0,0,0,0,0,0
Taken,2,0,0,0,0,0,0,0,0,0,0,0
Speak,3,0,0,0,0,0,0,0,0,0,0,0
enactment,0,4,0,0,0,0,0,0,0,0,0,0
oppression,0,5,0,0,0,0,0,0,0,0,0,0
frugality,0,2,0,0,0,0,0,0,0,0,0,0
gratitude,0,6,0,0,0,0,0,0,0,0,0,0
Admassy,0,2,0,0,0,0,0,0,0,0,0,0
B.S.,0,1,0,0,0,0,0,0,0,0,0,0
Milanoff,0,1,0,0,0,0,0,0,0,0,0,0
consultative,0,0,0,1,0,0,0,0,0,0,0,0
parliamentary,0,0,0,6,0,0,0,0,0,0,0,0
relationship-building,0,0,0,1,0,0,0,0,0,0,0,0
client's,0,6,0,0,0,0,0,0,0,0,0,0
good-natured,0,0,0,2,0,0,0,0,0,0,0,0
thoughtless,0,0,0,3,0,0,0,0,0,0,0,0
insuperably,0,0,0,0,1,0,0,0,0,0,0,0
resembling,1,0,0,0,0,0,0,0,0,0,0,0
sprawling,3,0,0,0,0,0,0,0,0,0,0,0
bumptious,0,0,0,1,0,0,0,0,0,0,0,0
open-handed,0,0,0,1,0,0,0,0,0,0,0,0
basking,2,0,0,0,0,0,0,0,0,0,0,0
sunshine,0,5,0,0,0,0,0,0,0,0,0,0
riches,0,1,0,0,0,0,0,0,0,0,0,0
virtuoso,0,3,0,0,0,0,0,0,0,0,0,0
rehearsing,1,0,0,0,0,0,0,0,0,0,0,0
Dunne,0,3,0,0,0,0,0,0,0,0,0,0
Sis,0,3,0,0,0,0,0,0,0,0,0,0
Pavlov,0,1,0,0,0,0,0,0,0,0,0,0
reversibility,0,1,0,0,0,0,0,0,0,0,0,0
Year's,0,7,0,0,0,0,0,0,0,0,0,0
speedy,0,0,0,4,0,0,0,0,0,0,0,0
mining,5,1,0,0,0,0,0,0,0,0,0,0
pitched,6,0,0,0,0,0,0,0,0,0,0,0
Connections,0,1,0,0,0,0,0,0,0,0,0,0
shipyards,0,1,0,0,0,0,0,0,0,0,0,0
Brest,0,1,0,0,0,0,0,0,0,0,0,0
