word,contSpam,contHam
vasai,0,1
retard,0,1
bathroom,0,1
80,1,0
sang,1,0
uptown,1,0
february,0,4
rush,0,3
icic,0,1
canada,0,2
syria,0,1
cares,0,2
goodnoon,0,2
gauge,0,1
patty,0,2
completing,0,1
vl,0,6
ax,0,1
6hrs,0,3
chill,0,2
emergency,0,1
surgical,0,1
unfolds,0,1
frens,0,8
korean,0,1
fredericksburg,0,1
buen,0,1
pases,0,1
que,0,1
tiempo,0,1
chillin,0,2
super,1,3
0870241182716,2,0
89080,2,0
free2day,2,0
george,2,0
saucy,3,0
theres,0,1
tmrw,0,2
compass,0,1
gnun,0,1
soul,0,2
way2sms,0,1
baaaaabe,0,1
misss,0,1
youuuuu,0,1
convince,0,1
hurting,0,2
main,0,2
ned,0,2
tht,0,7
witot,0,1
sweetie,0,2
4a,0,2
blackberry,0,3
buyer,0,1
avoids,0,1
becz,0,1
chain,0,3
marry,0,5
pple,0,5
problems,0,3
suffer,0,1
undrstndng,0,1
whn,0,2
arrested,0,5
steamboat,0,1
suntec,0,3
dance,0,2
forgive,0,1
messenger,0,2
moji,0,3
reaching,0,4
tp,0,1
0870,7,0
08707509020,6,0
1327,7,0
20p,7,0
5wb,7,0
cr9,7,0
croydon,7,0
fantasies,5,0
6ish,0,1
bbq,0,1
everyso,0,1
panicks,0,1
bar,0,2
cover,0,6
gently,0,3
screen,0,3
write,0,5
08718730666,1,0
bears,2,0
fact,1,8
nick,1,0
tom,1,2
types,1,0
upload,1,0
auntie,0,1
huai,0,1
juan,0,2
lf56,1,0
linerental,4,0
tlk,0,2
appear,0,1
ideal,0,2
path,0,1
paths,0,1
walking,0,4
arm,0,1
shot,0,2
reserve,0,1
tackle,0,1
thirunelvali,0,1
tirunelvali,0,1
4get,0,2
girlfrnd,0,1
grahmbell,0,1
invnted,0,1
margaret,0,1
meaning,0,3
moral,0,5
phne,0,1
storming,0,1
telphone,0,1
wt,0,1
popped,0,2
tonght,0,1
chinky,0,1
ironing,0,1
pile,0,1
ploughing,0,1
nz,0,1
players,0,3
wi,0,1
aust,0,1
bk,0,2
effect,0,1
cafe,0,5
recharged,0,1
kidding,0,2
papa,0,1
shld,0,1
stretch,0,1
detailed,0,1
beware,1,2
disclose,0,2
frauds,0,2
icicibank,0,2
payee,0,2
share,0,4
sinco,0,2
urn,0,2
caring,0,2
losers,0,1
vote,1,1
beta,0,1
kaiez,0,1
option,0,2
babies,0,1
practicing,0,1
noncomittal,0,1
beneath,0,2
goodnite,0,2
pale,0,2
msgrcvdhg,3,0
chords,0,1
snickering,0,1
tells,2,2
totally,1,3
rem,0,3
silver,0,1
lmao,0,5
silence,0,1
win150ppmx3age16,1,0
boyf,0,1
exams,0,2
exeter,0,2
interviw,0,1
revision,0,2
determine,0,1
entire,0,1
spreadsheet,0,1
arsenal,1,0
condition,1,0
dartboard,1,0
doubles,1,0
trebles,1,0
coat,0,1
everybody,0,3
painful,0,2
recognises,0,1
wisheds,0,1
duo,0,1
intrepid,0,1
guilty,0,3
missin,0,2
aiya,0,3
cardiff,0,2
addie,0,1
tues,0,2
breeze,0,1
bright,0,2
fresh,0,1
twittering,0,1
restaurant,0,2
pod,3,0
textpod,2,0
chinchillas,0,1
ducking,0,1
function,0,1
desperate,0,2
headstart,0,1
rummer,0,1
certainly,0,3
flying,0,1
monkeys,0,2
bbc,1,0
charts,1,0
optin,1,0
thanks2,0,1
rajini,0,1
practical,0,2
help08714742804,1,0
matched,1,0
optout,4,0
summers,1,0
mails,0,2
spys,0,1
09099725823,1,0
claire,1,1
bought,1,2
costing,2,0
offering,1,0
ali,0,1
astne,0,1
bilo,0,1
edhae,0,1
halla,0,1
innu,0,1
ke,0,2
lyf,0,1
lyfu,0,1
meow,0,1
mundhe,0,1
ovr,0,1
program,0,1
vargu,0,1
yalru,0,1
aah,0,1
06,6,0
07xxxxxxxxx,3,0
09066362231,2,0
prone,0,1
07801543489,1,0
latests,1,0
llc,1,0
msgrcvd18,1,0
ny,1,1
usa,1,0
permission,0,1
09099726395,1,0
cumin,1,0
hubby,1,1
lucy,1,0
meetins,1,0
minmobsmorelkpobox177hp51fl,3,0
4th,0,5
5th,0,3
6th,0,3
7th,0,3
nature,0,4
personality,0,3
wonders,0,3
dose,0,1
tablet,0,1
incomm,0,1
blake,0,3
lotr,1,1
keeping,0,4
google,0,4
maps,0,1
concentrating,0,1
modules,0,1
tiring,0,1
browsin,0,1
compulsory,0,1
musthu,0,2
purity,0,3
investigate,0,1
vomit,0,2
aint,0,4
sha,0,3
vitamin,0,1
centre,0,4
crucial,0,1
2channel,1,0
jsco,1,0
leadership,1,0
psychic,1,0
skills,1,0
based,0,1
host,0,1
idps,0,1
linux,0,1
systems,0,1
converter,0,1
total,1,1
karaoke,1,1
stars,1,2
sayy,0,1
testing,0,2
loved,0,8
nit,0,2
leanne,0,1
disc,0,1
file,0,3
format,0,1
champ,0,1
glasgow,0,1
hows,0,8
lovin,0,1
arrive,6,1
artists,1,0
browse,1,0
install,1,0
shortly,3,1
corect,0,1
sarcasm,0,2
speling,0,1
4719,1,0
523,1,0
forum,0,2
ron,0,4
cts,0,1
employee,0,1
aunt,0,2
nike,0,1
sooo,0,1
screaming,0,5
shouting,0,1
dang,0,1
airport,1,3
unfortunately,0,2
7250i,4,0
86021,5,0
auction,7,2
w1jhl,4,0
difficult,0,9
earliest,0,1
nordstrom,0,1
ayn,0,1
ese,0,2
evrey,0,1
exmpel,0,1
gving,0,1
jsut,0,1
konw,0,1
mitsake,0,1
raed,0,1
rael,0,1
sitll,0,1
splleing,0,1
tihs,0,1
waht,0,1
wihtuot,0,1
wrnog,0,1
yuo,0,1
conference,0,1
ow,1,1
degree,0,1
finance,0,1
joining,0,2
bleak,0,1
filled,0,1
prospects,0,3
jia,0,1
shant,0,1
bishan,0,2
nearer,0,1
buff,0,3
raiden,0,1
sux,0,2
kegger,0,2
preferably,0,2
south,0,4
totes,0,1
cardin,0,1
costs,1,2
pierre,0,1
establish,0,1
rhythm,0,1
ext,0,1
truro,0,1
adventure,0,1
gang,0,3
gas,0,8
cloth,0,1
pack,0,2
tablets,0,3
sunroof,0,1
excellent,0,7
doors,0,2
finishing,0,3
blanked,0,1
wifi,0,1
image,0,1
rumour,0,2
kalainar,0,1
thenampet,0,1
7250,1,0
freaked,0,1
idk,0,3
nosy,0,1
reacting,0,1
destiny,0,1
imposter,0,1
satanic,0,1
aaniye,0,1
athletic,0,1
boyfriend,0,1
chef,0,1
companion,0,1
courageous,0,1
dependable,0,1
determined,0,1
driver,0,2
exterminator,0,1
healer,0,1
listener,0,1
organizer,0,1
pest,0,1
psychiatrist,0,1
psychologist,0,1
pudunga,0,1
stylist,0,1
sympathetic,0,1
venaam,0,1
brothas,0,2
chasing,1,2
chez,0,1
jules,0,1
hhahhaahahah,0,1
leonardo,0,1
nig,0,1
kicks,0,2
2years,0,1
dime,0,1
strain,0,1
withdraw,0,1
falling,0,2
force,0,3
smeone,0,2
millers,0,1
flame,0,1
rawring,0,1
spark,0,1
xoxo,0,1
crushes,0,1
somewhr,0,1
honeymoon,0,1
outfit,0,1
propose,0,2
08719899230,1,0
blame,0,2
blessings,0,1
gods,0,1
cheque,0,1
olympics,1,0
leo,0,1
haul,0,1
that2worzels,0,1
want2come,0,1
wildlife,0,1
wizzle,0,1
dippeditinadew,0,2
gifted,0,2
itwhichturnedinto,0,2
lovingly,0,2
tomeandsaid,0,2
cya,0,1
instead,0,5
shanghai,0,1
freezing,0,3
645,0,1
08701237397,1,0
pro,1,0
redeemable,1,0
ringtoneking,2,0
rt,1,0
thnx,0,1
anjie,0,1
sef,0,1
batch,0,2
fring,0,1
flaky,0,1
sooooo,0,2
laughing,0,3
nte,0,1
tooo,0,1
winning,0,1
09058094599,2,0
confuses,0,1
wating,0,1
02072069400,1,0
526,1,0
british,2,0
bx,1,0
hotels,2,0
london,1,1
sw73ss,2,0
talents,0,1
6pm,0,2
adoring,0,2
animal,0,1
buzz,0,5
addamsfa,2,0
dracula,2,0
eerie,4,0
exorcist,2,0
ghost,2,0
munsters,2,0
title,3,0
titles,3,0
twilight,2,0
brought,2,1
cared,0,2
constant,0,2
shiny,0,1
warming,0,1
fooled,0,1
french,0,1
surprised,0,3
wasn,0,6
0a,1,0
allow,1,0
companies,1,0
guarantee,1,0
responsible,1,0
suppliers,1,0
comedy,0,1
08712317606,1,0
2rcv,1,0
82242,1,0
feelin,1,0
hlp,1,0
lnly,1,0
moby,3,0
msg150p,1,0
keen,0,1
dammit,0,1
switch,1,1
fly,0,1
wright,0,1
event,0,2
laden,0,1
somewhat,0,1
wrecked,0,1
goodevening,0,1
spontaneously,0,1
lei,0,16
08712405022,2,0
80608,2,0
action,3,0
movietrivia,2,0
waking,0,5
partnership,0,2
rgent,1,0
09099726429,1,0
busty,1,0
daytime,1,0
janinexx,1,0
lookin,1,3
inside,0,5
spageddies,0,1
dimension,0,1
fourth,0,1
phasing,0,1
compromised,0,1
meaningful,0,1
mornin,0,1
09050001295,1,0
a21,1,0
391784,1,0
mobsi,1,0
monthly,1,2
dub,0,1
je,0,1
toughest,0,1
unspoken,0,1
ideas,0,2
jas,0,1
maintain,0,2
remain,0,3
sh,0,2
sight,0,3
squatting,0,1
cramps,0,2
0089,1,0
09063442151,1,0
digits,1,0
received,1,1
nan,0,3
soladha,0,1
sonathaya,0,1
dudes,0,1
poker,0,2
raping,0,1
weightloss,0,1
embarrassed,0,1
mushy,0,1
ran,0,3
stash,0,1
priya,0,1
81303,3,0
ordered,2,1
father,0,8
messy,0,2
kilos,0,1
accidant,0,1
ghodbandar,0,1
moves,0,2
rd,0,2
slip,0,2
slovely,0,1
tookplace,0,1
traffic,0,1
nus,0,2
sc,0,1
specialise,0,1
wad,0,1
wkg,0,2
dislikes,0,3
likes,0,3
desparately,0,1
keeps,0,1
queen,0,4
fren,0,4
gotten,0,2
promises,0,2
album,0,2
mi,0,1
stereo,0,1
unknown,0,2
09094646899,2,0
121,3,0
60p,3,0
bcm1896wc1n3xx,2,0
connect,2,2
vu,2,0
classmates,0,1
fires,0,1
2007,2,0
boys,2,1
pre,1,1
trackmarque,1,0
vipclub4u,1,0
hook,0,4
missionary,0,1
standing,0,2
entertaining,0,1
hugh,0,1
laurie,0,1
stick,0,1
praps,0,1
000pes,0,1
48,0,2
bin,1,3
dinero,0,1
james,1,1
jon,0,1
rents,0,1
spain,0,1
alaipayuthe,0,2
maangalyam,0,2
complaining,0,1
05,3,0
09041940223,1,0
29,1,0
chosen,2,0
easter,1,1
fm,1,0
hotmix,1,0
mandy,1,0
sullivan,1,0
telephone,1,0
transferred,1,0
finn,0,1
di,0,2
07786200117,2,0
08081560665,2,0
bahamas,2,0
callfreefone,2,0
cruise,2,0
calm,0,1
downon,0,1
haventcn,0,1
itxt,0,1
iwana,0,1
nething,0,1
theacusations,0,1
thew,0,1
up4,0,2
wotu,0,1
dine,0,1
09111030116,1,0
conacted,1,0
pobox12n146tf15,1,0
inspection,0,1
nursery,0,1
social,0,4
follow,2,1
habit,0,2
slowly,0,7
panren,0,1
paru,0,1
bac,0,1
carryin,0,1
chuckin,0,1
trainners,0,1
schedule,1,2
dhanush,0,1
needing,0,1
stuck,0,1
habba,0,1
hw,0,6
contacts,0,2
dileep,0,1
mentioned,0,1
muchand,0,1
venugopal,0,1
everytime,0,1
forgets,0,2
remembrs,0,1
mandan,0,2
07734396839,2,0
ibh,2,0
nokia6600,2,0
3230,0,1
algorithms,0,1
edition,0,1
regarding,0,2
selling,1,2
textbook,0,1
adore,0,2
buns,0,4
arcade,1,0
console,1,0
invaders,1,0
orig,1,0
settings,1,1
09064018838,1,0
alert,3,0
cro1327,1,0
atlanta,0,3
recharge,0,2
created,1,2
fills,0,2
gaps,0,2
holding,0,5
arun,0,2
transfr,0,1
takin,0,2
philosophy,0,3
careabout,0,1
intend,0,1
itried2tell,0,1
iwas,0,1
marine,0,1
urmom,0,1
82050,1,0
exciting,3,2
eye,1,0
foley,1,0
prizes,1,0
desparate,0,2
fake,0,2
learned,0,1
answering,0,3
afghanistan,0,1
honest,0,1
iraq,0,1
stable,0,1
traveling,0,1
1225,1,0
3100,1,0
50award,1,0
pai,0,1
seh,0,1
beer,0,4
combine,0,2
parts,0,1
terry,0,1
tue,0,1
walsall,0,1
jess,0,3
sian,0,2
ccna,0,1
shrek,0,1
dirty,1,2
fellow,0,1
dying,0,1
lifting,0,1
aid,0,1
bam,0,1
dec,0,1
ld,0,1
package,1,2
teresa,0,1
usmle,0,1
mwahs,0,1
squishy,0,1
g696ga,2,0
hottest,1,0
cheek,0,1
prominent,0,1
september,0,1
husband,0,2
09050280520,1,0
8027,1,0
backdoor,1,0
bcm,1,0
dps,1,0
fraction,1,0
hack,1,0
neo69,1,0
subscribe,1,0
norm,2,1
joanna,0,1
list,0,4
comingdown,0,1
murali,0,1
replacement,0,2
sts,0,1
elliot,0,1
engalnd,0,1
kissing,0,1
mia,0,1
telly,0,2
08001950382,3,0
100txt,1,0
12mths,2,0
2price,1,0
d3wv,1,0
mth,1,0
tooth,2,0
upto,2,1
wipro,0,2
matric,0,1
650,0,1
850,0,1
payoh,0,3
toa,0,3
08718726970,1,0
fedex,0,1
payments,0,1
reception,0,1
hate,0,3
consensus,0,1
entertain,0,1
bras,0,1
delete,0,2
laundry,0,1
pillows,0,1
skype,0,3
strewn,0,1
tag,0,1
underwear,0,2
wednesday,0,5
fathima,0,2
waheed,0,2
exposes,0,1
knee,0,1
mmmm,0,3
pulls,0,1
pushes,0,2
weaknesses,0,1
wicked,0,1
ps3,0,1
srt,0,1
supports,0,1
thnk,0,7
jontin,0,1
banned,1,0
nearly,1,2
biro,0,1
masters,0,1
09058094594,1,0
avoiding,0,2
shell,0,1
unconsciously,0,1
unhappy,0,1
excuse,0,5
jog,0,1
0776xxxxxxx,1,0
18yrs,2,0
09061743811,1,0
326,2,0
abta,2,0
season,1,4
lark,0,1
0870753331018,1,0
09090900040,1,0
7mp,1,0
extreme,1,0
sic,1,0
fones,1,0
stop2stop,1,0
wild,1,0
heads,0,2
uh,0,2
lim,0,1
parachute,0,1
vday,0,2
placed,0,1
08452810073,2,0
80182,2,0
lambda,0,1
table,0,2
angels,0,1
build,0,1
fights,0,1
snowball,0,1
snowman,0,2
ello,0,1
ikea,0,2
cn,0,2
duffer,0,1
ofice,0,1
grr,0,1
pharmacy,0,1
prescription,0,1
cook,0,4
electricity,0,2
08715500022,1,0
cnl,1,0
rpl,1,0
fffff,0,1
kadeem,0,3
fujitsu,0,2
lifebook,0,1
act,0,1
qing,0,1
scold,0,1
se,0,2
zhong,0,1
hypertension,0,1
annoyin,0,1
wud,0,2
08702490080,1,0
09066358152,2,0
prompts,2,0
vpod,1,0
carry,0,2
disturbing,0,1
avatar,0,3
nigro,0,1
scratching,0,1
anyplaces,0,1
stops,0,1
cleaning,0,3
constantly,0,1
priority,0,1
ecstasy,0,1
09090204448,1,0
ls278bb,1,0
minapn,1,0
minded,1,0
flies,0,1
hittng,0,1
reflex,0,1
09050090044,3,0
costa,4,0
max10mins,3,0
pobox334,3,0
sol,4,0
stockport,3,0
toclaim,3,0
cat,0,2
lousy,0,3
woken,0,1
hip,0,4
adewale,0,1
aka,0,2
egbon,0,1
ic,0,1
mary,0,1
deduct,0,1
wrks,0,1
asshole,0,1
monkey,0,1
grab,0,1
sliding,0,1
09065394973,1,0
payback,0,1
crack,0,2
havnt,0,2
honeybee,0,2
laughed,0,2
sweetest,0,2
tescos,0,1
bowa,0,1
feathery,0,1
infra,0,1
nvm,0,2
gep,0,1
delhi,0,2
thinkin,0,5
2006,1,0
87239,3,0
fifa,1,0
held,1,1
boat,0,3
moms,0,5
shhhhh,0,1
arul,0,1
related,0,1
amk,0,1
09061743810,1,0
distract,0,2
fringe,0,2
length,0,1
antha,0,1
corrct,0,1
dane,0,1
basket,0,1
proof,0,2
rupaul,0,1
08712400602450p,2,0
61610,2,0
provided,3,0
tones2you,2,0
curtsey,0,1
practising,0,1
2i,0,1
4my,0,1
feelingood,0,1
havbeen,0,1
havebeen,0,1
ordinator,0,1
payed2day,0,1
preschoolco,0,1
rise,0,1
yeh,0,2
memory,0,1
converted,0,1
downloads,2,0
members,3,0
african,0,1
soil,0,1
major,0,2
mel,0,2
outreach,0,1
roles,0,1
7oz,0,1
8lb,0,1
birth,0,1
brilliantly,0,1
forwarding,0,1
intention,0,1
visitors,0,1
bend,0,1
inlude,0,1
previews,0,1
responsibility,0,2
rule,0,1
rules,0,1
thia,0,1
08006344447,1,0
freefone,2,0
ambrith,0,1
dha,0,1
madurai,0,1
marrge,0,1
kitty,0,1
natural,0,3
shaved,0,1
onwards,0,2
tactful,0,1
150ppermesssubscription,2,0
1winaweek,2,0
skillgame,2,0
tscs,2,0
theatre,0,4
eggs,0,1
obviously,0,4
pert,0,1
crammed,0,1
47per,0,1
lie,0,4
satsgettin,0,1
apologize,0,1
pei,0,1
boost,0,2
kid,0,1
subtoitles,0,1
sitting,0,5
jot,0,1
cereals,0,1
gari,0,1
affair,0,1
infernal,0,3
including,0,5
bold2,0,1
calicut,0,1
09094100151,1,0
1er,1,0
aom,1,0
box61,1,0
cast,1,0
gbp5,1,0
m60,1,0
nb,0,2
parco,0,2
thkin,0,1
resubbing,0,1
shadow,0,1
breadstick,0,1
ahmad,0,5
hallaq,0,2
saeed,0,1
09066362220,1,0
box97n7qp,3,0
bck,0,1
brown,0,1
color,0,2
giv,0,1
lyk,0,2
pink,0,2
purple,0,1
yelow,0,1
arranging,0,1
eldest,0,1
drugdealer,0,1
23f,1,0
23g,1,0
gender,2,0
wither,1,0
sleepwell,0,2
wondarfull,0,1
box139,1,0
la32wu,1,0
txt250,1,0
txtx,1,0
web2mobile,1,0
normally,0,2
donyt,0,1
latelyxxx,0,1
onbus,0,1
85233,1,0
mca,0,2
rich,0,2
2hook,0,1
endof,0,1
justthought,0,1
m8,2,1
nevamind,0,1
offdam,0,1
sayhey,0,1
uwant,0,1
84199,2,0
box39822,2,0
eng,2,0
flag,2,0
official,2,1
w111wx,2,0
yer,2,0
stressed,0,1
yor,0,1
jason,0,1
provider,0,1
soooo,0,1
tming,0,1
subs,3,0
cutest,0,1
art,0,1
dice,0,1
08700469649,1,0
box420,1,0
inclusive,3,0
howda,0,1
mathe,0,1
samachara,0,1
audrie,0,1
autocorrect,0,1
readiness,0,1
simulate,0,1
armand,0,3
vomiting,0,1
feet,0,2
rub,0,1
lara,0,1
supplies,0,1
attach,0,1
clever,0,2
guesses,0,1
087123002209am,1,0
113,2,0
bray,2,0
eire,2,0
med,2,1
stamped,2,0
wicklow,2,0
nickey,0,1
nobbing,0,1
platt,0,1
washob,0,1
ryan,0,1
vikky,0,4
idew,1,0
argh,0,2
looked,0,2
province,0,1
spotty,0,1
sterling,0,1
hall,0,1
hesitation,0,1
intha,0,1
ipaditan,0,1
manage,0,1
ponnungale,0,1
xam,0,2
rejected,0,1
diamonds,0,2
shitload,0,1
favor,0,2
nimya,0,4
shijas,0,2
tessy,0,2
aunty,0,2
china,0,2
noisy,0,1
mcat,0,2
needa,0,1
manual,0,1
reset,0,1
troubleshooting,0,1
08717168528,1,0
27,2,0
b4u,1,0
b4utele,1,0
marsms,1,0
beg,1,1
creativity,0,1
expecting,0,5
sacrifice,0,2
stifled,0,1
strongly,0,1
morphine,0,2
requirements,0,1
2getha,0,1
stayin,0,2
buffy,1,0
help08700621170150p,1,0
pix,3,2
qlynnbv,1,0
satisfy,1,0
30,0,7
cld,0,2
nosh,0,1
prefer,0,3
lololo,0,1
waaaat,0,1
occupied,0,1
documents,0,1
kindly,0,3
stapati,0,1
submitted,0,1
miles,0,1
cutie,0,1
hills,0,1
killed,0,2
colleagues,0,4
kidz,0,3
latr,0,4
minuts,0,4
mood,0,5
sed,0,4
sofa,0,6
honesty,0,1
beggar,0,1
labor,0,1
shakara,0,1
specialisation,0,1
dent,0,1
smashed,0,1
crickiting,0,1
2docd,0,1
dontignore,0,1
dontmatter,0,1
dontplease,0,1
imin,0,1
isv,0,1
mycalls,0,1
outl8r,0,1
reallyneed,0,1
thecd,0,1
tome,0,1
urgoin,0,1
yavnt,0,1
ibuprofens,0,1
popping,0,1
sip,0,1
grown,0,1
ps,0,2
beehoon,0,1
chinatown,0,1
claypot,0,1
fishhead,0,1
porridge,0,1
tok,0,2
yam,0,1
jaklin,0,1
specific,0,1
cliffs,0,1
nearby,0,1
49,1,0
avble,1,0
bundle,1,0
deals,1,0
mf,1,0
ntwk,3,0
figures,0,2
pages,0,3
4got,0,1
moseley,0,1
ooh,0,1
weds,0,1
thankyou,0,1
pending,0,2
aluable,0,1
atural,0,1
ffectionate,0,1
namous,0,1
ntimate,0,1
oble,0,1
oveable,0,1
ruthful,0,1
ternal,0,1
textin,0,1
cousin,0,2
frndship,0,3
excuses,0,2
raji,0,2
amigos,0,1
burn,0,1
legs,0,2
neck,0,1
continue,0,1
progress,0,1
holy,0,1
weren,0,1
arty,0,1
collages,0,1
tryin,0,1
billion,0,2
classes,0,2
2hrs,0,1
waliking,0,1
cartons,0,1
shelves,0,1
08714712379,1,0
distance,0,2
freak,0,3
mirror,0,1
turning,0,2
youre,0,2
09065069120,1,0
k718,1,0
ref,3,0
jod,0,1
keris,0,1
smidgin,0,1
belive,0,2
intentions,0,1
slots,0,2
accordin,0,1
discussed,0,2
knocking,0,1
abel,0,1
air1,0,1
aphex,0,1
braindance,0,1
como,0,1
hav2hear,0,1
hilarious,0,1
listened2the,0,1
ofstuff,0,1
plaid,0,1
nelson,0,1
temp,0,1
unmits,0,1
display,0,2
newspapers,0,1
soup,0,2
yummmm,0,1
management,0,3
puzzeles,0,1
include,1,1
4goten,1,0
prem,1,0
regular,1,2
scammers,1,0
09099726481,1,0
2morro,1,0
dena,1,0
passion,1,0
spoiled,0,1
09065069154,1,0
r836,1,0
complaint,0,2
raised,0,1
sales,0,2
shifad,0,1
threats,0,2
doctors,0,1
lounge,1,1
reminds,0,1
lk,0,2
role,0,3
bcs,0,1
comfort,0,2
lov,0,1
tolerat,0,1
checked,0,5
300p,2,0
splashmobile,1,0
subscrition,1,0
dust,0,1
01223585334,2,0
2c,2,0
2end,2,0
8552,2,0
shagged,2,0
u4,3,0
88877,1,0
3pound,1,0
88066,2,0
watchin,0,1
meaningless,0,1
brdget,0,1
jones,0,1
inever,0,1
700,0,2
bedrm,0,1
hype,0,1
studio,0,1
unable,1,3
waited,0,2
velly,0,1
huge,0,1
marking,0,1
wkend,0,2
letters,0,2
mids,0,2
2stoptx,1,0
oranges,1,0
upd8,1,0
annie,0,1
remind,0,3
08718738034,1,0
09056242159,2,0
21870000,2,0
mailbox,2,0
messaging,2,0
retrieve,2,0
va,0,1
hrishi,0,2
hanger,0,1
nothin,0,1
cheer,0,3
poem,0,2
tear,0,4
008704050406,2,0
arrow,1,0
cornwall,2,1
duchess,2,0
bags,0,1
blanket,0,1
08718726971,1,0
dozens,1,0
emc1,1,0
prizeswith,1,0
tddnewsletter,1,0
thedailydraw,1,0
significant,0,1
hum,0,1
jeetey,0,1
jo,0,1
kisi,0,1
ko,0,1
kuch,0,1
milta,0,1
nahi,0,1
naseeb,0,1
pehle,0,1
sochte,0,1
waqt,0,1
wo,0,1
zindgi,0,1
zyada,0,1
worse,0,3
stalking,0,1
dan,0,1
reminded,0,1
elaya,0,1
varaya,0,1
09066368753,1,0
97n7qp,1,0
anand,0,1
beach,0,1
expected,0,1
aww,0,2
iscoming,1,1
jez,0,1
todo,0,1
whilltake,0,1
workand,0,1
staring,0,1
zogtorius,0,1
financial,0,1
alian,0,1
hv9d,1,0
or2optout,1,0
century,0,1
cm,0,1
frwd,0,1
posible,0,1
affectionate,0,1
unnecessarily,0,1
sorts,0,1
80082,2,0
buddys,1,0
restrictions,1,0
08712402902,1,0
owned,0,1
possessive,0,1
clarification,0,1
08701417012150p,1,0
halloween,2,0
spook,2,0
issue,0,3
weigh,0,2
250k,2,0
88088,2,0
active,2,0
fantasy,4,0
football,2,2
gamestar,2,0
scoring,2,0
sky,2,1
coimbatore,0,1
0871212025016,1,0
expired,1,1
monoc,1,0
monos,1,0
polyc,1,0
stream,1,0
categories,0,1
census,0,1
ethnicity,0,1
measure,0,2
opinions,1,1
transcribing,0,1
2gthr,0,1
aproach,0,1
drinking,0,2
dt,0,1
evrydy,0,1
gv,0,1
happily,0,1
instantly,1,1
lived,0,1
lttrs,0,1
lv,0,1
propsd,0,1
speeding,0,1
thm,0,2
threw,0,1
thy,0,1
truck,0,1
wn,0,1
paragon,0,1
arent,0,2
cakes,0,1
bluff,0,2
impossible,0,2
draws,1,0
asusual,0,1
cheered,0,1
franyxxxxx,0,1
goodmate,0,1
sary,0,2
batt,0,1
added,0,2
pussy,0,3
09058098002,1,0
becausethey,1,0
pobox1,1,0
w14rg,1,0
happend,0,4
responce,0,3
piece,0,2
brandy,0,2
dhina,0,2
gin,0,2
kudi,0,2
rum,0,2
scotch,0,2
shampain,0,2
vaazhthukkal,0,2
vodka,0,3
wiskey,0,2
yarasu,0,2
gained,0,1
kg,0,2
limits,0,1
pressure,0,1
sugar,0,3
dumb,0,1
thangam,0,3
doke,0,1
dressed,0,2
laying,0,1
okey,0,1
kills,0,2
neshanth,0,1
byatch,0,1
whassup,0,1
kay,0,2
cl,0,1
roger,0,3
4msgs,1,0
filthyguys,1,0
nasty,1,1
slo,1,0
chiong,0,1
wasted,0,1
christ,0,1
dialogue,0,1
reltnship,0,1
tears,0,2
wipe,0,1
brilliant,0,5
cooking,0,4
gardener,0,3
maid,0,6
murdered,0,6
murderer,0,6
neighbour,0,3
police,0,3
questioned,0,3
solve,0,4
vegetables,0,3
comb,0,1
dryer,0,1
pose,0,1
fps,0,1
computational,0,1
push,0,2
science,0,2
answered,0,2
disturbance,0,1
dlf,0,1
madam,0,2
premarica,0,1
rgds,1,1
220cm2,1,0
gotto,1,0
settle,0,3
8pm,1,1
err,0,1
bloo,0,1
hitter,0,1
anjola,0,1
offline,0,1
asjesus,1,0
wrote,1,0
blocked,0,1
budget,0,5
citizen,0,1
corrupt,0,1
crore,0,1
deposited,0,1
directors,0,1
imf,0,1
indians,0,1
itna,0,1
jobs,0,1
karo,0,1
ki,0,1
lac,0,1
lane,0,1
padhe,0,1
politicians,0,1
projects,0,1
pura,0,1
rights,0,1
suply,0,1
swiss,0,1
taxless,0,1
particularly,0,1
slowing,0,1
torrents,0,1
commit,0,1
random,0,4
83370,1,0
trivia,1,0
rightio,0,1
brum,0,1
donno,0,1
scorable,0,1
paranoid,0,1
brin,0,1
properly,0,1
sheet,0,1
bettr,0,1
bsnl,0,1
complain,0,1
offc,0,1
payed,0,1
suganya,0,1
dessert,0,1
abeg,0,1
sponsors,0,1
onum,0,1
imagination,0,1
poet,0,1
rr,0,1
famamus,0,1
630,0,1
sry,0,1
furniture,0,2
jenne,0,1
key,0,3
lock,0,1
locks,0,1
barcelona,0,1
easiest,0,1
ru,0,4
sppok,1,0
09066612661,3,0
2px,1,0
complementary,1,0
wa14,1,0
jungle,0,1
pansy,0,1
kanji,0,1
srs,0,1
drizzling,0,1
appointments,0,1
shoving,0,1
papers,0,2
excused,0,1
greetings,0,3
drama,0,1
ego,0,1
necessity,0,1
reppurcussions,0,1
strange,0,1
struggling,0,1
cosign,0,1
released,1,2
09061701444,1,0
acl03530150pm,2,0
hvae,1,0
freshers,0,1
hcl,0,1
indyarocks,0,1
requires,0,1
suman,0,1
telephonic,0,1
dai,0,2
resume,0,1
bids,1,1
cars,0,3
reliant,0,1
afford,0,1
fwiw,0,1
happens,0,6
maga,0,3
whr,0,2
arrival,0,1
sq825,0,1
citylink,0,1
yunny,0,2
er,0,2
props,0,1
pleasant,0,1
statements,0,1
14tcr,1,0
6230,1,0
