,contSpam,contHam
original,0.00535475234270415,0.0002072538860103627
ringtones,0.012048192771084338,0.0
jokin,0.0,0.0004145077720207254
bb,0.0,0.0018652849740932642
spirit,0.0,0.0002072538860103627
shattered,0.0,0.0002072538860103627
alrite,0.0,0.001450777202072539
girlie,0.0,0.0002072538860103627
idiot,0.0013386880856760374,0.000621761658031088
colours,0.0013386880856760374,0.0002072538860103627
darker,0.0,0.0002072538860103627
styling,0.0,0.0002072538860103627
gray,0.0,0.0002072538860103627
listn,0.0,0.0002072538860103627
remembr,0.0,0.0004145077720207254
watevr,0.0,0.0002072538860103627
whenevr,0.0,0.0004145077720207254
harry,0.002677376171352075,0.0
phoenix,0.002677376171352075,0.0
potter,0.002677376171352075,0.0
readers,0.002677376171352075,0.0
minus,0.0,0.0002072538860103627
paragraphs,0.0,0.0002072538860103627
shd,0.0,0.001450777202072539
coveragd,0.0,0.0002072538860103627
vasai,0.0,0.0002072538860103627
retard,0.0,0.0002072538860103627
bathroom,0.0,0.0002072538860103627
80,0.0013386880856760374,0.0
sang,0.0013386880856760374,0.0
uptown,0.0013386880856760374,0.0
february,0.0,0.0008290155440414508
rush,0.0,0.0008290155440414508
icic,0.0,0.0002072538860103627
canada,0.0,0.0004145077720207254
syria,0.0,0.0002072538860103627
cares,0.0,0.000621761658031088
goodnoon,0.0,0.0004145077720207254
gauge,0.0,0.0002072538860103627
patty,0.0,0.0004145077720207254
completing,0.0,0.0002072538860103627
vl,0.0,0.0016580310880829016
ax,0.0,0.0002072538860103627
6hrs,0.0,0.000621761658031088
chill,0.0,0.000621761658031088
emergency,0.0,0.0002072538860103627
surgical,0.0,0.0002072538860103627
unfolds,0.0,0.0002072538860103627
frens,0.0,0.0016580310880829016
korean,0.0,0.0002072538860103627
fredericksburg,0.0,0.0002072538860103627
buen,0.0,0.0002072538860103627
pases,0.0,0.0002072538860103627
que,0.0,0.0002072538860103627
tiempo,0.0,0.0002072538860103627
chillin,0.0,0.000621761658031088
super,0.004016064257028112,0.000621761658031088
0870241182716,0.002677376171352075,0.0
89080,0.002677376171352075,0.0
free2day,0.002677376171352075,0.0
george,0.002677376171352075,0.0
saucy,0.004016064257028112,0.0
theres,0.0,0.0004145077720207254
tmrw,0.0,0.0004145077720207254
compass,0.0,0.0002072538860103627
gnun,0.0,0.0002072538860103627
soul,0.0,0.0004145077720207254
way2sms,0.0,0.0002072538860103627
baaaaabe,0.0,0.0002072538860103627
misss,0.0,0.0002072538860103627
youuuuu,0.0,0.0002072538860103627
convince,0.0,0.0002072538860103627
hurting,0.0,0.0004145077720207254
main,0.0,0.0004145077720207254
ned,0.0,0.0004145077720207254
tht,0.0,0.0018652849740932642
witot,0.0,0.0002072538860103627
sweetie,0.0,0.0004145077720207254
4a,0.0,0.0004145077720207254
blackberry,0.0,0.0008290155440414508
buyer,0.0,0.0002072538860103627
avoids,0.0,0.0002072538860103627
becz,0.0,0.0002072538860103627
chain,0.0,0.000621761658031088
marry,0.0,0.001243523316062176
pple,0.0,0.0010362694300518134
problems,0.0,0.001243523316062176
suffer,0.0,0.0002072538860103627
undrstndng,0.0,0.0002072538860103627
whn,0.0,0.0004145077720207254
arrested,0.0,0.0010362694300518134
steamboat,0.0,0.0002072538860103627
suntec,0.0,0.000621761658031088
dance,0.0,0.0004145077720207254
forgive,0.0,0.0002072538860103627
messenger,0.0,0.000621761658031088
moji,0.0,0.0008290155440414508
reaching,0.0,0.0016580310880829016
tp,0.0,0.0002072538860103627
0870,0.0107095046854083,0.0
08707509020,0.008032128514056224,0.0
1327,0.009370816599732263,0.0
20p,0.012048192771084338,0.0
5wb,0.009370816599732263,0.0
cr9,0.009370816599732263,0.0
croydon,0.009370816599732263,0.0
fantasies,0.008032128514056224,0.0
6ish,0.0,0.0002072538860103627
bbq,0.0,0.0002072538860103627
everyso,0.0,0.0002072538860103627
panicks,0.0,0.0002072538860103627
bar,0.0,0.0004145077720207254
cover,0.0,0.0016580310880829016
gently,0.0,0.0008290155440414508
screen,0.0,0.000621761658031088
write,0.0,0.002072538860103627
08718730666,0.002677376171352075,0.0
bears,0.002677376171352075,0.0
fact,0.0013386880856760374,0.0018652849740932642
nick,0.0013386880856760374,0.0
tom,0.0013386880856760374,0.0004145077720207254
types,0.0013386880856760374,0.0
upload,0.002677376171352075,0.0002072538860103627
auntie,0.0,0.0002072538860103627
huai,0.0,0.0002072538860103627
juan,0.0,0.0004145077720207254
lf56,0.002677376171352075,0.0
linerental,0.006693440428380187,0.0
tlk,0.0,0.0004145077720207254
appear,0.0,0.0002072538860103627
ideal,0.0,0.0004145077720207254
path,0.0,0.0002072538860103627
paths,0.0,0.0002072538860103627
walking,0.0,0.001243523316062176
arm,0.0,0.0004145077720207254
shot,0.0013386880856760374,0.0004145077720207254
reserve,0.0,0.0002072538860103627
tackle,0.0,0.0002072538860103627
thirunelvali,0.0,0.0002072538860103627
tirunelvali,0.0,0.0004145077720207254
4get,0.0,0.0008290155440414508
girlfrnd,0.0,0.000621761658031088
grahmbell,0.0,0.000621761658031088
invnted,0.0,0.000621761658031088
margaret,0.0,0.000621761658031088
meaning,0.0,0.001450777202072539
moral,0.0,0.0018652849740932642
phne,0.0,0.000621761658031088
storming,0.0,0.000621761658031088
telphone,0.0,0.000621761658031088
wt,0.0,0.000621761658031088
popped,0.0,0.000621761658031088
tonght,0.0,0.0002072538860103627
chinky,0.0,0.0002072538860103627
ironing,0.0,0.0002072538860103627
pile,0.0,0.0002072538860103627
ploughing,0.0,0.0002072538860103627
nz,0.0,0.0002072538860103627
players,0.0,0.001450777202072539
wi,0.0,0.0002072538860103627
aust,0.0,0.0002072538860103627
bk,0.0,0.0004145077720207254
effect,0.0,0.0004145077720207254
cafe,0.0,0.001243523316062176
recharged,0.0,0.0002072538860103627
kidding,0.0,0.0004145077720207254
papa,0.0,0.0002072538860103627
shld,0.0,0.000621761658031088
stretch,0.0,0.0004145077720207254
detailed,0.0,0.0002072538860103627
beware,0.0013386880856760374,0.0004145077720207254
disclose,0.0,0.0004145077720207254
frauds,0.0,0.0004145077720207254
icicibank,0.0,0.0004145077720207254
payee,0.0,0.0004145077720207254
share,0.0,0.001450777202072539
sinco,0.0,0.0004145077720207254
urn,0.0,0.0004145077720207254
caring,0.0,0.000621761658031088
losers,0.0,0.0002072538860103627
vote,0.0013386880856760374,0.0008290155440414508
beta,0.0,0.0002072538860103627
kaiez,0.0,0.0004145077720207254
option,0.0,0.000621761658031088
babies,0.0,0.0004145077720207254
practicing,0.0,0.0004145077720207254
noncomittal,0.0,0.0002072538860103627
beneath,0.0,0.0004145077720207254
goodnite,0.0,0.000621761658031088
pale,0.0,0.0004145077720207254
msgrcvdhg,0.00535475234270415,0.0
chords,0.0,0.0002072538860103627
snickering,0.0,0.0002072538860103627
tells,0.002677376171352075,0.000621761658031088
totally,0.0013386880856760374,0.0008290155440414508
rem,0.0,0.0010362694300518134
silver,0.0,0.0004145077720207254
lmao,0.0,0.001450777202072539
silence,0.0,0.0004145077720207254
win150ppmx3age16,0.0013386880856760374,0.0
boyf,0.0,0.0002072538860103627
exams,0.0,0.0010362694300518134
exeter,0.0,0.0004145077720207254
interviw,0.0,0.0002072538860103627
revision,0.0,0.0004145077720207254
determine,0.0,0.0002072538860103627
entire,0.0,0.0002072538860103627
spreadsheet,0.0,0.0002072538860103627
arsenal,0.002677376171352075,0.0
condition,0.0013386880856760374,0.0002072538860103627
dartboard,0.0013386880856760374,0.0
doubles,0.0013386880856760374,0.0
trebles,0.0013386880856760374,0.0
coat,0.0,0.0002072538860103627
everybody,0.0,0.0010362694300518134
painful,0.0,0.000621761658031088
recognises,0.0,0.0002072538860103627
wisheds,0.0,0.0002072538860103627
duo,0.0,0.0002072538860103627
intrepid,0.0,0.0002072538860103627
guilty,0.0,0.000621761658031088
missin,0.0,0.0004145077720207254
aiya,0.0,0.0008290155440414508
cardiff,0.0,0.000621761658031088
addie,0.0,0.000621761658031088
tues,0.0,0.0004145077720207254
breeze,0.0,0.0002072538860103627
bright,0.0,0.000621761658031088
fresh,0.0,0.0002072538860103627
twittering,0.0,0.0002072538860103627
restaurant,0.0,0.0004145077720207254
pod,0.00535475234270415,0.0
textpod,0.002677376171352075,0.0
chinchillas,0.0,0.0002072538860103627
ducking,0.0,0.0002072538860103627
function,0.0,0.0002072538860103627
desperate,0.0,0.0004145077720207254
headstart,0.0,0.0002072538860103627
rummer,0.0,0.0002072538860103627
certainly,0.0,0.000621761658031088
flying,0.0,0.0002072538860103627
monkeys,0.0,0.0004145077720207254
bbc,0.0013386880856760374,0.0
charts,0.0013386880856760374,0.0
optin,0.0013386880856760374,0.0
thanks2,0.0,0.0002072538860103627
rajini,0.0,0.0002072538860103627
practical,0.0,0.0004145077720207254
help08714742804,0.0013386880856760374,0.0
matched,0.0013386880856760374,0.0
optout,0.006693440428380187,0.0
summers,0.0013386880856760374,0.0
mails,0.0,0.0004145077720207254
spys,0.0,0.0002072538860103627
09099725823,0.0013386880856760374,0.0
claire,0.0013386880856760374,0.0002072538860103627
bought,0.0013386880856760374,0.0010362694300518134
costing,0.002677376171352075,0.0
offering,0.0013386880856760374,0.0
ali,0.0,0.0002072538860103627
astne,0.0,0.0002072538860103627
bilo,0.0,0.0002072538860103627
edhae,0.0,0.0002072538860103627
halla,0.0,0.0002072538860103627
innu,0.0,0.0002072538860103627
ke,0.0,0.0004145077720207254
lyf,0.0,0.0002072538860103627
lyfu,0.0,0.0002072538860103627
meow,0.0,0.0002072538860103627
mundhe,0.0,0.0002072538860103627
ovr,0.0,0.0002072538860103627
program,0.0,0.0004145077720207254
vargu,0.0,0.0002072538860103627
yalru,0.0,0.0002072538860103627
aah,0.0,0.000621761658031088
06,0.0107095046854083,0.0
07xxxxxxxxx,0.004016064257028112,0.0
09066362231,0.002677376171352075,0.0
prone,0.0,0.0002072538860103627
07801543489,0.0013386880856760374,0.0
latests,0.0013386880856760374,0.0
llc,0.0013386880856760374,0.0
msgrcvd18,0.0013386880856760374,0.0
ny,0.0013386880856760374,0.0002072538860103627
usa,0.0013386880856760374,0.0
permission,0.0,0.0002072538860103627
09099726395,0.0013386880856760374,0.0
cumin,0.0013386880856760374,0.0
hubby,0.002677376171352075,0.0002072538860103627
lucy,0.0013386880856760374,0.0
meetins,0.0013386880856760374,0.0
minmobsmorelkpobox177hp51fl,0.004016064257028112,0.0
4th,0.0,0.001243523316062176
5th,0.0,0.0008290155440414508
6th,0.0,0.0008290155440414508
7th,0.0,0.0008290155440414508
nature,0.0,0.001243523316062176
personality,0.0,0.0008290155440414508
wonders,0.0,0.0008290155440414508
dose,0.0,0.0002072538860103627
tablet,0.0,0.0002072538860103627
incomm,0.0,0.0002072538860103627
blake,0.0,0.000621761658031088
lotr,0.0013386880856760374,0.0002072538860103627
keeping,0.0,0.001243523316062176
google,0.0,0.0010362694300518134
maps,0.0,0.0002072538860103627
concentrating,0.0,0.0002072538860103627
modules,0.0,0.0004145077720207254
tiring,0.0,0.0002072538860103627
browsin,0.0,0.0002072538860103627
compulsory,0.0,0.0002072538860103627
musthu,0.0,0.0004145077720207254
purity,0.0,0.0008290155440414508
investigate,0.0,0.0002072538860103627
vomit,0.0,0.0010362694300518134
aint,0.0,0.0008290155440414508
sha,0.0,0.0008290155440414508
vitamin,0.0,0.0002072538860103627
centre,0.0,0.0010362694300518134
crucial,0.0,0.0002072538860103627
2channel,0.0013386880856760374,0.0
jsco,0.0013386880856760374,0.0
leadership,0.0013386880856760374,0.0
psychic,0.0013386880856760374,0.0
skills,0.0013386880856760374,0.0
based,0.0,0.0002072538860103627
host,0.0,0.0002072538860103627
idps,0.0,0.0002072538860103627
linux,0.0,0.0002072538860103627
systems,0.0,0.0002072538860103627
converter,0.0,0.0002072538860103627
total,0.0013386880856760374,0.000621761658031088
karaoke,0.0013386880856760374,0.0004145077720207254
stars,0.0013386880856760374,0.0004145077720207254
sayy,0.0,0.0002072538860103627
testing,0.0,0.0004145077720207254
loved,0.0,0.002072538860103627
nit,0.0,0.0004145077720207254
leanne,0.0,0.0002072538860103627
disc,0.0,0.0002072538860103627
file,0.0,0.0008290155440414508
format,0.0013386880856760374,0.0002072538860103627
champ,0.0,0.0002072538860103627
glasgow,0.0,0.0002072538860103627
hows,0.0,0.003316062176165803
lovin,0.0,0.0002072538860103627
arrive,0.008032128514056224,0.0002072538860103627
artists,0.0013386880856760374,0.0
browse,0.0013386880856760374,0.0
install,0.0013386880856760374,0.0
shortly,0.004016064257028112,0.0002072538860103627
corect,0.0,0.0002072538860103627
sarcasm,0.0,0.0004145077720207254
speling,0.0,0.0002072538860103627
4719,0.0013386880856760374,0.0
523,0.0013386880856760374,0.0
forum,0.0,0.0004145077720207254
ron,0.0,0.0008290155440414508
cts,0.0,0.0002072538860103627
employee,0.0,0.0002072538860103627
aunt,0.0,0.0004145077720207254
nike,0.0,0.0002072538860103627
sooo,0.0,0.0002072538860103627
screaming,0.0,0.001243523316062176
shouting,0.0,0.0002072538860103627
dang,0.0,0.0002072538860103627
airport,0.0013386880856760374,0.0008290155440414508
unfortunately,0.0,0.0004145077720207254
7250i,0.00535475234270415,0.0
86021,0.008032128514056224,0.0
auction,0.013386880856760375,0.0004145077720207254
w1jhl,0.00535475234270415,0.0
difficult,0.0,0.002487046632124352
earliest,0.0,0.0002072538860103627
nordstrom,0.0,0.0002072538860103627
ayn,0.0,0.0004145077720207254
ese,0.0,0.000621761658031088
evrey,0.0,0.0004145077720207254
exmpel,0.0,0.0004145077720207254
gving,0.0,0.0004145077720207254
jsut,0.0,0.0004145077720207254
konw,0.0,0.0004145077720207254
mitsake,0.0,0.0004145077720207254
raed,0.0,0.0004145077720207254
rael,0.0,0.0004145077720207254
sitll,0.0,0.0004145077720207254
splleing,0.0,0.0004145077720207254
tihs,0.0,0.0004145077720207254
waht,0.0,0.0004145077720207254
wihtuot,0.0,0.0004145077720207254
wrnog,0.0,0.0004145077720207254
yuo,0.0,0.0004145077720207254
conference,0.0,0.0002072538860103627
ow,0.0013386880856760374,0.0002072538860103627
degree,0.0,0.0002072538860103627
finance,0.0,0.0004145077720207254
joining,0.0,0.0004145077720207254
bleak,0.0,0.0002072538860103627
filled,0.0,0.0004145077720207254
prospects,0.0,0.000621761658031088
jia,0.0,0.0004145077720207254
shant,0.0,0.0002072538860103627
bishan,0.0,0.000621761658031088
nearer,0.0,0.0002072538860103627
buff,0.0,0.000621761658031088
raiden,0.0,0.0002072538860103627
sux,0.0,0.0004145077720207254
kegger,0.0,0.0004145077720207254
preferably,0.0,0.0008290155440414508
south,0.0,0.0016580310880829016
totes,0.0,0.0002072538860103627
cardin,0.0,0.0002072538860103627
costs,0.004016064257028112,0.0004145077720207254
pierre,0.0,0.0002072538860103627
establish,0.0,0.0002072538860103627
rhythm,0.0,0.0002072538860103627
ext,0.0,0.0002072538860103627
truro,0.0,0.0002072538860103627
adventure,0.0,0.0004145077720207254
gang,0.0,0.000621761658031088
gas,0.0,0.002694300518134715
cloth,0.0,0.0002072538860103627
pack,0.0,0.0004145077720207254
tablets,0.0,0.000621761658031088
sunroof,0.0,0.0002072538860103627
excellent,0.0,0.0018652849740932642
doors,0.0,0.000621761658031088
finishing,0.0,0.000621761658031088
blanked,0.0,0.0002072538860103627
wifi,0.0,0.0004145077720207254
image,0.0,0.0002072538860103627
rumour,0.0,0.0004145077720207254
kalainar,0.0,0.0002072538860103627
thenampet,0.0,0.0002072538860103627
7250,0.002677376171352075,0.0
freaked,0.0,0.0002072538860103627
idk,0.0,0.0008290155440414508
nosy,0.0,0.0002072538860103627
reacting,0.0,0.0002072538860103627
destiny,0.0,0.0002072538860103627
imposter,0.0,0.0002072538860103627
satanic,0.0,0.0002072538860103627
aaniye,0.0,0.0002072538860103627
athletic,0.0,0.0002072538860103627
boyfriend,0.0,0.0004145077720207254
chef,0.0,0.0002072538860103627
companion,0.0,0.0002072538860103627
courageous,0.0,0.0002072538860103627
dependable,0.0,0.0002072538860103627
determined,0.0,0.0002072538860103627
driver,0.0,0.0004145077720207254
exterminator,0.0,0.0002072538860103627
healer,0.0,0.0002072538860103627
listener,0.0,0.0002072538860103627
organizer,0.0,0.0002072538860103627
pest,0.0,0.0002072538860103627
psychiatrist,0.0,0.0002072538860103627
psychologist,0.0,0.0002072538860103627
pudunga,0.0,0.0002072538860103627
stylist,0.0,0.0002072538860103627
sympathetic,0.0,0.0002072538860103627
venaam,0.0,0.0002072538860103627
brothas,0.0,0.000621761658031088
chasing,0.0013386880856760374,0.0004145077720207254
chez,0.0,0.0002072538860103627
jules,0.0,0.0002072538860103627
hhahhaahahah,0.0,0.0002072538860103627
leonardo,0.0,0.0002072538860103627
nig,0.0,0.0002072538860103627
kicks,0.0,0.0004145077720207254
2years,0.0,0.0002072538860103627
dime,0.0,0.0002072538860103627
strain,0.0,0.0002072538860103627
withdraw,0.0,0.0002072538860103627
falling,0.0,0.0004145077720207254
force,0.0,0.000621761658031088
smeone,0.0,0.0004145077720207254
millers,0.0,0.0002072538860103627
flame,0.0,0.0002072538860103627
rawring,0.0,0.0002072538860103627
spark,0.0,0.0002072538860103627
xoxo,0.0,0.0002072538860103627
crushes,0.0,0.0002072538860103627
somewhr,0.0,0.0002072538860103627
honeymoon,0.0,0.0002072538860103627
outfit,0.0,0.0002072538860103627
propose,0.0,0.0004145077720207254
08719899230,0.0013386880856760374,0.0
blame,0.0,0.000621761658031088
blessings,0.0,0.000621761658031088
gods,0.0,0.0004145077720207254
cheque,0.0,0.0002072538860103627
olympics,0.0013386880856760374,0.0
leo,0.0,0.0002072538860103627
haul,0.0,0.0002072538860103627
that2worzels,0.0,0.0002072538860103627
want2come,0.0,0.0002072538860103627
wildlife,0.0,0.0002072538860103627
wizzle,0.0,0.0002072538860103627
dippeditinadew,0.0,0.0004145077720207254
gifted,0.0,0.0004145077720207254
itwhichturnedinto,0.0,0.0004145077720207254
lovingly,0.0,0.0004145077720207254
tomeandsaid,0.0,0.0004145077720207254
cya,0.0,0.0002072538860103627
instead,0.0,0.001450777202072539
shanghai,0.0,0.0002072538860103627
freezing,0.0,0.000621761658031088
645,0.0,0.0002072538860103627
08701237397,0.0013386880856760374,0.0
pro,0.0013386880856760374,0.0
redeemable,0.0013386880856760374,0.0
ringtoneking,0.002677376171352075,0.0
rt,0.0013386880856760374,0.0
thnx,0.0,0.0002072538860103627
anjie,0.0,0.0002072538860103627
sef,0.0,0.0002072538860103627
batch,0.0,0.0004145077720207254
fring,0.0,0.0002072538860103627
flaky,0.0,0.0004145077720207254
sooooo,0.0,0.0004145077720207254
laughing,0.0,0.0008290155440414508
nte,0.0,0.0002072538860103627
tooo,0.0,0.0004145077720207254
winning,0.0,0.000621761658031088
09058094599,0.002677376171352075,0.0
confuses,0.0,0.0004145077720207254
wating,0.0,0.0004145077720207254
02072069400,0.0013386880856760374,0.0
526,0.0013386880856760374,0.0
british,0.002677376171352075,0.0
bx,0.0013386880856760374,0.0
hotels,0.002677376171352075,0.0
london,0.00535475234270415,0.0004145077720207254
sw73ss,0.002677376171352075,0.0
talents,0.0,0.0002072538860103627
6pm,0.0,0.000621761658031088
adoring,0.0,0.0004145077720207254
animal,0.0,0.0002072538860103627
buzz,0.0,0.0010362694300518134
addamsfa,0.002677376171352075,0.0
dracula,0.002677376171352075,0.0
eerie,0.006693440428380187,0.0
exorcist,0.002677376171352075,0.0
ghost,0.002677376171352075,0.0
munsters,0.002677376171352075,0.0
title,0.004016064257028112,0.0002072538860103627
titles,0.004016064257028112,0.0
twilight,0.002677376171352075,0.0
brought,0.002677376171352075,0.0004145077720207254
cared,0.0,0.0004145077720207254
constant,0.0,0.0004145077720207254
shiny,0.0,0.0002072538860103627
warming,0.0,0.0002072538860103627
fooled,0.0,0.0002072538860103627
french,0.0,0.0002072538860103627
surprised,0.0,0.0008290155440414508
wasn,0.0,0.002487046632124352
0a,0.0013386880856760374,0.0
allow,0.0013386880856760374,0.0002072538860103627
companies,0.0013386880856760374,0.0
guarantee,0.0013386880856760374,0.0
responsible,0.0013386880856760374,0.0
suppliers,0.0013386880856760374,0.0
comedy,0.0,0.0008290155440414508
08712317606,0.002677376171352075,0.0
2rcv,0.002677376171352075,0.0
82242,0.002677376171352075,0.0
feelin,0.0013386880856760374,0.0004145077720207254
hlp,0.002677376171352075,0.0
lnly,0.0013386880856760374,0.0
moby,0.00535475234270415,0.0
msg150p,0.002677376171352075,0.0
keen,0.0,0.0002072538860103627
dammit,0.0,0.0002072538860103627
switch,0.0013386880856760374,0.0004145077720207254
fly,0.0,0.0004145077720207254
wright,0.0,0.0002072538860103627
event,0.0,0.0004145077720207254
laden,0.0,0.0002072538860103627
somewhat,0.0,0.0002072538860103627
wrecked,0.0,0.0002072538860103627
goodevening,0.0,0.0002072538860103627
spontaneously,0.0,0.0002072538860103627
lei,0.0,0.004766839378238342
08712405022,0.002677376171352075,0.0
80608,0.002677376171352075,0.0
action,0.00535475234270415,0.0
movietrivia,0.002677376171352075,0.0
waking,0.0,0.0010362694300518134
partnership,0.0,0.0004145077720207254
rgent,0.0013386880856760374,0.0
09099726429,0.0013386880856760374,0.0
busty,0.0013386880856760374,0.0
daytime,0.0013386880856760374,0.0
janinexx,0.0013386880856760374,0.0
lookin,0.0013386880856760374,0.0010362694300518134
inside,0.0,0.0016580310880829016
spageddies,0.0,0.0002072538860103627
dimension,0.0,0.0002072538860103627
fourth,0.0,0.0002072538860103627
phasing,0.0,0.0002072538860103627
compromised,0.0,0.0002072538860103627
meaningful,0.0,0.0002072538860103627
mornin,0.0,0.0004145077720207254
09050001295,0.0013386880856760374,0.0
a21,0.0013386880856760374,0.0
391784,0.0013386880856760374,0.0
mobsi,0.0013386880856760374,0.0
monthly,0.0013386880856760374,0.0004145077720207254
dub,0.0,0.0002072538860103627
je,0.0,0.0002072538860103627
toughest,0.0,0.0002072538860103627
unspoken,0.0,0.0002072538860103627
ideas,0.0,0.000621761658031088
jas,0.0,0.0004145077720207254
maintain,0.0,0.000621761658031088
remain,0.0,0.0008290155440414508
sh,0.0,0.000621761658031088
sight,0.0,0.0008290155440414508
squatting,0.0,0.0002072538860103627
cramps,0.0,0.000621761658031088
0089,0.0013386880856760374,0.0
09063442151,0.0013386880856760374,0.0
digits,0.0013386880856760374,0.0
received,0.002677376171352075,0.0004145077720207254
nan,0.0,0.000621761658031088
soladha,0.0,0.0002072538860103627
sonathaya,0.0,0.0002072538860103627
dudes,0.0,0.0002072538860103627
poker,0.0,0.0004145077720207254
raping,0.0,0.0002072538860103627
weightloss,0.0,0.0002072538860103627
embarrassed,0.0,0.0002072538860103627
mushy,0.0,0.0002072538860103627
ran,0.0,0.0010362694300518134
stash,0.0,0.0002072538860103627
priya,0.0,0.0002072538860103627
81303,0.004016064257028112,0.0
ordered,0.004016064257028112,0.0002072538860103627
father,0.0,0.0018652849740932642
messy,0.0,0.0004145077720207254
kilos,0.0,0.0002072538860103627
accidant,0.0,0.0002072538860103627
ghodbandar,0.0,0.0002072538860103627
moves,0.0,0.0004145077720207254
rd,0.0,0.0008290155440414508
slip,0.0,0.0004145077720207254
slovely,0.0,0.0002072538860103627
tookplace,0.0,0.0002072538860103627
traffic,0.0,0.0004145077720207254
nus,0.0,0.0004145077720207254
sc,0.0,0.0002072538860103627
specialise,0.0,0.0002072538860103627
wad,0.0,0.0002072538860103627
wkg,0.0,0.0004145077720207254
dislikes,0.0,0.000621761658031088
likes,0.0,0.000621761658031088
desparately,0.0,0.0002072538860103627
keeps,0.0,0.0004145077720207254
queen,0.0,0.0008290155440414508
fren,0.0,0.0008290155440414508
gotten,0.0,0.0004145077720207254
promises,0.0,0.0004145077720207254
album,0.0,0.000621761658031088
mi,0.0,0.0002072538860103627
stereo,0.0,0.0002072538860103627
unknown,0.0,0.0004145077720207254
09094646899,0.002677376171352075,0.0
121,0.004016064257028112,0.0
60p,0.006693440428380187,0.0
bcm1896wc1n3xx,0.002677376171352075,0.0
connect,0.002677376171352075,0.0004145077720207254
vu,0.002677376171352075,0.0
classmates,0.0,0.0002072538860103627
fires,0.0,0.0002072538860103627
2007,0.002677376171352075,0.0
boys,0.002677376171352075,0.000621761658031088
pre,0.0013386880856760374,0.0002072538860103627
trackmarque,0.0013386880856760374,0.0
vipclub4u,0.0013386880856760374,0.0
hook,0.0,0.0008290155440414508
missionary,0.0,0.0002072538860103627
standing,0.0,0.000621761658031088
entertaining,0.0,0.0002072538860103627
hugh,0.0,0.0002072538860103627
laurie,0.0,0.0002072538860103627
stick,0.0,0.0002072538860103627
praps,0.0,0.0002072538860103627
000pes,0.0,0.0002072538860103627
48,0.0,0.0004145077720207254
bin,0.0013386880856760374,0.0008290155440414508
dinero,0.0,0.0002072538860103627
james,0.0013386880856760374,0.0004145077720207254
jon,0.0,0.0002072538860103627
rents,0.0,0.0004145077720207254
spain,0.0,0.0002072538860103627
alaipayuthe,0.0,0.0004145077720207254
maangalyam,0.0,0.0004145077720207254
complaining,0.0,0.0002072538860103627
05,0.00535475234270415,0.0
09041940223,0.0013386880856760374,0.0
29,0.004016064257028112,0.0
chosen,0.004016064257028112,0.0
easter,0.0013386880856760374,0.0002072538860103627
fm,0.0013386880856760374,0.0
hotmix,0.0013386880856760374,0.0
mandy,0.0013386880856760374,0.0
sullivan,0.0013386880856760374,0.0
telephone,0.0013386880856760374,0.0002072538860103627
transferred,0.0013386880856760374,0.0
finn,0.0,0.0002072538860103627
di,0.0,0.000621761658031088
07786200117,0.002677376171352075,0.0
08081560665,0.002677376171352075,0.0
bahamas,0.002677376171352075,0.0
callfreefone,0.002677376171352075,0.0
cruise,0.002677376171352075,0.0002072538860103627
calm,0.0,0.0004145077720207254
downon,0.0,0.0002072538860103627
haventcn,0.0,0.0002072538860103627
itxt,0.0,0.0002072538860103627
iwana,0.0,0.0002072538860103627
nething,0.0,0.0002072538860103627
theacusations,0.0,0.0002072538860103627
thew,0.0,0.0002072538860103627
up4,0.0,0.0004145077720207254
wotu,0.0,0.0002072538860103627
dine,0.0,0.0002072538860103627
09111030116,0.0013386880856760374,0.0
conacted,0.0013386880856760374,0.0
pobox12n146tf15,0.0013386880856760374,0.0
inspection,0.0,0.0002072538860103627
nursery,0.0,0.0002072538860103627
social,0.0,0.0010362694300518134
follow,0.002677376171352075,0.0002072538860103627
habit,0.0,0.0004145077720207254
slowly,0.0,0.002072538860103627
panren,0.0,0.0002072538860103627
paru,0.0,0.0002072538860103627
bac,0.0,0.0002072538860103627
carryin,0.0,0.0002072538860103627
chuckin,0.0,0.0002072538860103627
trainners,0.0,0.0002072538860103627
schedule,0.002677376171352075,0.0004145077720207254
dhanush,0.0,0.0002072538860103627
needing,0.0,0.0002072538860103627
stuck,0.0,0.000621761658031088
habba,0.0,0.0002072538860103627
hw,0.0,0.0016580310880829016
contacts,0.0,0.0004145077720207254
dileep,0.0,0.0002072538860103627
mentioned,0.0,0.0002072538860103627
muchand,0.0,0.0002072538860103627
venugopal,0.0,0.0002072538860103627
everytime,0.0,0.0002072538860103627
forgets,0.0,0.0004145077720207254
remembrs,0.0,0.0002072538860103627
mandan,0.0,0.0004145077720207254
07734396839,0.002677376171352075,0.0
ibh,0.002677376171352075,0.0
nokia6600,0.002677376171352075,0.0
3230,0.0,0.0002072538860103627
algorithms,0.0,0.0002072538860103627
edition,0.0,0.0002072538860103627
regarding,0.0,0.000621761658031088
selling,0.0013386880856760374,0.000621761658031088
textbook,0.0,0.0002072538860103627
adore,0.0,0.000621761658031088
buns,0.0,0.0010362694300518134
arcade,0.004016064257028112,0.0
console,0.002677376171352075,0.0
invaders,0.002677376171352075,0.0
orig,0.002677376171352075,0.0
settings,0.004016064257028112,0.0002072538860103627
09064018838,0.0013386880856760374,0.0
alert,0.00535475234270415,0.0
cro1327,0.0013386880856760374,0.0
